Date,Channel,Visitors,Leads,Customers,Revenue,MarketingSpend
2024-11-29,Organic Search,1171,125,24,2897.817127872655,0.0
2024-11-29,Paid Ads,2399,427,39,5176.511327355152,3751.967489850335
2024-11-29,Social Media,1704,115,13,1522.4726353133349,1066.3812757389428
2024-11-29,Email Referral,600,169,52,6091.914415061827,0.0
2024-11-29,Direct,700,84,19,2385.959384523052,0.0
2024-11-30,Organic Search,1733,202,30,3860.2493774028244,0.0
2024-11-30,Paid Ads,2538,532,33,3331.4216253025816,4057.4547731121093
2024-11-30,Social Media,1858,117,11,1358.662922480366,1009.8139264642871
2024-11-30,Email Referral,553,176,56,6199.961066068727,0.0
2024-11-30,Direct,917,120,25,3521.3776662532687,0.0
2024-12-01,Organic Search,1061,121,21,2113.394303692802,0.0
2024-12-01,Paid Ads,2212,419,34,4959.06745879205,1550.5286078757742
2024-12-01,Social Media,2312,162,16,1690.0033065904731,1485.0585101517886
2024-12-01,Email Referral,387,105,35,3559.807280821903,0.0
2024-12-01,Direct,676,78,18,2420.731381375682,0.0
2024-12-02,Organic Search,1389,128,19,2158.8438248314415,0.0
2024-12-02,Paid Ads,2929,609,60,6029.101064769126,2079.7868821117354
2024-12-02,Social Media,2035,106,15,2184.438163443617,3400.042802915809
2024-12-02,Email Referral,322,104,35,4616.505661628435,0.0
2024-12-02,Direct,1030,153,35,4859.656179686912,0.0
2024-12-03,Organic Search,1617,185,29,3021.516030687838,0.0
2024-12-03,Paid Ads,3397,706,50,6317.677346283645,1893.1622846357861
2024-12-03,Social Media,982,67,9,1167.4492802669681,1365.3883319695685
2024-12-03,Email Referral,494,134,36,4697.001535189102,0.0
2024-12-03,Direct,937,123,22,3182.8880418482804,0.0
2024-12-04,Organic Search,885,87,14,2004.5039021974023,0.0
2024-12-04,Paid Ads,2127,457,29,4033.208537822947,4033.2418786159624
2024-12-04,Social Media,1938,112,15,1923.6143721647968,1955.0643747074655
2024-12-04,Email Referral,347,97,33,4305.172395798989,0.0
2024-12-04,Direct,832,104,21,2112.227144478251,0.0
2024-12-05,Organic Search,1334,136,24,3110.297285302884,0.0
2024-12-05,Paid Ads,2694,416,23,2616.226070769686,1668.845966429489
2024-12-05,Social Media,2282,143,18,2448.3903320032,3344.6267915305602
2024-12-05,Email Referral,617,194,67,6738.155388096652,0.0
2024-12-05,Direct,784,105,21,3089.740195666588,0.0
2024-12-06,Organic Search,1268,114,18,2106.3463539097943,0.0
2024-12-06,Paid Ads,2997,549,35,3789.3982446480754,5893.807950057036
2024-12-06,Social Media,1815,130,15,1755.431953065839,1727.4054313658748
2024-12-06,Email Referral,586,180,58,6631.315685732367,0.0
2024-12-06,Direct,795,81,16,1659.3974874644366,0.0
2024-12-07,Organic Search,1155,97,18,1834.9863273150202,0.0
2024-12-07,Paid Ads,1996,421,31,3902.340350318623,2141.582309021535
2024-12-07,Social Media,2063,138,14,1697.8891143877022,2109.0997145744523
2024-12-07,Email Referral,409,136,43,4531.024415350056,0.0
2024-12-07,Direct,1109,157,36,3981.0902012315382,0.0
2024-12-08,Organic Search,1112,132,21,2578.9335693939647,0.0
2024-12-08,Paid Ads,2163,328,22,3248.4370737587615,2758.050097808039
2024-12-08,Social Media,1858,95,10,1475.2969829655622,3323.396312626687
2024-12-08,Email Referral,630,171,48,7013.997351126008,0.0
2024-12-08,Direct,961,114,24,2957.1980937541834,0.0
2024-12-09,Organic Search,1305,117,20,2030.4965478527542,0.0
2024-12-09,Paid Ads,2312,430,29,4037.0714098865155,3803.073039624556
2024-12-09,Social Media,2259,161,17,2099.3686197361235,2250.3920514526108
2024-12-09,Email Referral,422,111,34,3783.998401987079,0.0
2024-12-09,Direct,1074,140,29,3002.985623091524,0.0
2024-12-10,Organic Search,1579,158,30,3433.405524986374,0.0
2024-12-10,Paid Ads,2454,382,36,4637.529992616541,4142.363507285251
2024-12-10,Social Media,2156,116,13,1827.2998629608824,1798.047626723424
2024-12-10,Email Referral,403,129,50,6350.072980651719,0.0
2024-12-10,Direct,602,74,16,2388.7932577365273,0.0
2024-12-11,Organic Search,1111,130,25,3611.413169631073,0.0
2024-12-11,Paid Ads,3335,709,49,5918.675852069498,4674.416033629562
2024-12-11,Social Media,1672,119,17,2334.211331502846,2142.205490049358
2024-12-11,Email Referral,587,179,62,7691.949250665575,0.0
2024-12-11,Direct,789,103,21,2308.2911668400866,0.0
2024-12-12,Organic Search,1202,131,22,2590.6449404282876,0.0
2024-12-12,Paid Ads,2725,486,34,4323.898778968317,3394.616222421238
2024-12-12,Social Media,1796,98,10,1302.4750065738522,2674.66621658763
2024-12-12,Email Referral,387,112,43,5953.715219475713,0.0
2024-12-12,Direct,960,135,32,3475.5108278812068,0.0
2024-12-13,Organic Search,1176,106,17,1930.2728397598405,0.0
2024-12-13,Paid Ads,2424,397,24,3075.751912670456,1232.9821244612317
2024-12-13,Social Media,1694,106,12,1605.6850731608743,2631.028955672287
2024-12-13,Email Referral,596,149,58,8421.546920108927,0.0
2024-12-13,Direct,1040,104,25,3512.235660860131,0.0
2024-12-14,Organic Search,1343,158,27,3509.0463145191466,0.0
2024-12-14,Paid Ads,3227,591,57,7128.191147352242,4938.6932925262145
2024-12-14,Social Media,1915,147,21,2522.489066518443,1024.886039894016
2024-12-14,Email Referral,635,179,59,8397.335251272938,0.0
2024-12-14,Direct,1030,116,28,4098.312973246175,0.0
2024-12-15,Organic Search,1685,161,31,3695.1207861076073,0.0
2024-12-15,Paid Ads,2430,385,37,5058.801024596447,2553.34855360206
2024-12-15,Social Media,2314,117,12,1613.9786142758176,2318.866318556678
2024-12-15,Email Referral,608,194,62,7716.509205739908,0.0
2024-12-15,Direct,1060,129,25,2884.568859195421,0.0
2024-12-16,Organic Search,1224,110,18,2493.7330694978887,0.0
2024-12-16,Paid Ads,2332,403,25,3468.5730027274444,1619.7124904491143
2024-12-16,Social Media,1936,136,17,1738.0387188373024,1828.8638647593696
2024-12-16,Email Referral,195,54,14,1616.8357199000325,0.0
2024-12-16,Direct,1212,144,33,3854.6728086563066,0.0
2024-12-17,Organic Search,1255,114,20,2023.7163603057907,0.0
2024-12-17,Paid Ads,2439,526,45,6404.215528756966,3898.62236927003
2024-12-17,Social Media,1568,107,15,1666.1257881403894,1988.2790111838017
2024-12-17,Email Referral,678,207,81,11646.653998063704,0.0
2024-12-17,Direct,1240,173,42,4406.838747526746,0.0
2024-12-18,Organic Search,1192,135,23,3160.239950242827,0.0
2024-12-18,Paid Ads,1804,288,18,1948.2606079989516,1852.7691591762318
2024-12-18,Social Media,1553,110,13,1364.9557200853662,2651.7887163900655
2024-12-18,Email Referral,371,106,36,3977.3896598010606,0.0
2024-12-18,Direct,940,114,21,3089.4159847962674,0.0
2024-12-19,Organic Search,1378,151,24,2805.2529296690695,0.0
2024-12-19,Paid Ads,2738,557,40,4772.987445727827,2236.6567998651726
2024-12-19,Social Media,2082,143,21,2584.018071823167,3145.906281851153
2024-12-19,Email Referral,620,202,52,7156.246379670615,0.0
2024-12-19,Direct,921,131,29,4141.613435667806,0.0
2024-12-20,Organic Search,1137,130,20,2078.2420985800227,0.0
2024-12-20,Paid Ads,2181,447,41,5851.409264704567,3337.2608432961406
2024-12-20,Social Media,2184,136,14,1753.6148128053203,2832.639676797324
2024-12-20,Email Referral,507,167,61,8481.395724264705,0.0
2024-12-20,Direct,1022,123,29,3332.070702260291,0.0
2024-12-21,Organic Search,988,79,13,1675.7487819701407,0.0
2024-12-21,Paid Ads,2752,581,55,6770.886301492226,3642.8664949167105
2024-12-21,Social Media,1127,88,13,1772.5369163747798,1202.5615107052165
2024-12-21,Email Referral,410,103,36,4607.807582764709,0.0
2024-12-21,Direct,445,51,9,1083.2281823694939,0.0
2024-12-22,Organic Search,1240,109,19,2049.509589125424,0.0
2024-12-22,Paid Ads,1877,369,32,3948.4838592597425,1138.0392731937966
2024-12-22,Social Media,1345,88,11,1401.9957724127976,1848.6994328317019
2024-12-22,Email Referral,563,163,63,7199.026664453951,0.0
2024-12-22,Direct,865,122,28,3064.418261467996,0.0
2024-12-23,Organic Search,1433,154,25,2871.865837490835,0.0
2024-12-23,Paid Ads,2918,484,24,2605.4216926021504,1916.3194442623924
2024-12-23,Social Media,1516,86,10,1022.2850203563154,2965.0837583946177
2024-12-23,Email Referral,403,113,35,3756.1528665306932,0.0
2024-12-23,Direct,1077,117,28,3158.7568934447013,0.0
2024-12-24,Organic Search,1389,147,24,3220.4394548695445,0.0
2024-12-24,Paid Ads,2377,359,31,4360.432328290915,4592.260548229063
2024-12-24,Social Media,1126,72,9,993.1438363500538,2113.8282446418166
2024-12-24,Email Referral,519,172,68,7751.786920952482,0.0
2024-12-24,Direct,1024,143,34,4460.380753427696,0.0
2024-12-25,Organic Search,897,71,11,1154.8494121193523,0.0
2024-12-25,Paid Ads,2509,383,25,3308.837707823592,3001.7890619521536
2024-12-25,Social Media,1116,72,8,885.8940500486253,1422.8959709786454
2024-12-25,Email Referral,539,184,56,5847.86248260124,0.0
2024-12-25,Direct,1147,149,29,3132.448107297575,0.0
2024-12-26,Organic Search,1548,128,23,3017.3380192484806,0.0
2024-12-26,Paid Ads,3461,564,41,5185.3432681096165,3783.681539007005
2024-12-26,Social Media,2095,163,21,2583.7192221562404,3846.914833272147
2024-12-26,Email Referral,341,88,35,3636.9803412772826,0.0
2024-12-26,Direct,872,124,25,3051.068890878145,0.0
2024-12-27,Organic Search,1317,138,26,2643.925896232723,0.0
2024-12-27,Paid Ads,1999,348,23,2684.2568736575995,1321.4223136743274
2024-12-27,Social Media,1911,103,10,1477.223847426494,1287.0830285873262
2024-12-27,Email Referral,639,212,56,7551.855187130124,0.0
2024-12-27,Direct,1097,141,33,3419.2483198687296,0.0
2024-12-28,Organic Search,1268,120,20,2620.832632774193,0.0
2024-12-28,Paid Ads,3266,693,51,6125.498773702117,2134.630473223772
2024-12-28,Social Media,1340,95,13,1443.7301208778597,1221.2663188193883
2024-12-28,Email Referral,387,117,31,4562.872778272335,0.0
2024-12-28,Direct,823,99,20,2791.0040740654076,0.0
2024-12-29,Organic Search,1297,130,20,2738.9920631562436,0.0
2024-12-29,Paid Ads,1904,335,25,2802.382215739697,2090.121794264168
2024-12-29,Social Media,1605,81,11,1124.1475374968506,2376.279603168978
2024-12-29,Email Referral,564,168,47,6344.3257313126915,0.0
2024-12-29,Direct,984,110,26,2735.6828955076776,0.0
2024-12-30,Organic Search,1279,139,22,2686.3717519240927,0.0
2024-12-30,Paid Ads,2567,397,27,3221.698523756603,2555.2977226400503
2024-12-30,Social Media,2098,107,12,1617.2125504391217,1381.7151916767816
2024-12-30,Email Referral,525,166,48,7047.246138779965,0.0
2024-12-30,Direct,893,90,19,2375.9950089046974,0.0
